"","horautc","mean.ACI.","sd.ACI.","mean.ADI.","sd.ADI.","mean.AEve.","sd.AEve.","mean.bio.","sd.bio.","mean.H.","sd.H.","mean.M.","sd.M.","mean.NDSI.","sd.NDSI."
"1","20",18323.0848284508,427.882495575133,1.2696690625,0.561085007654689,0.6621474375,0.156876043747059,2.01220238213044,0.812162994413198,0.937135151045911,0.0368332610922539,0.00313386580039616,0.0013842808775038,0.585009614846867,0.17750895603549
"2","21",18764.7047091467,1443.14563423005,1.6249803125,0.518635910025484,0.536615875,0.210027082360942,1.59658432709854,0.588215520630827,0.939001494120064,0.0529267990140086,0.00899141992745581,0.0211614112542033,0.501917980174,0.284203010310961
"3","22",18541.8605363785,679.962615631566,1.2712269375,0.810689510919971,0.5856635625,0.320609071868107,2.29938511460257,0.915303367304772,0.940138701740654,0.0706401025114337,0.00338227973651678,0.00333408774212604,0.564526530632093,0.292615058648295
"4","02",18162.8553532255,135.005517925364,2.01079416666667,0.565692907164276,0.256949333333333,0.279344714756886,0.972705905658067,0.263422362181082,0.972642252053408,0.016922239991879,0.00219817103319451,0.000363043539254882,0.570899866387561,0.134250347589775
"5","03",18131.8021406339,24.3441565411082,2.12838858333333,0.308393794120575,0.209077833333333,0.231480222033933,0.932157271564479,0.163584144121366,0.979435692728459,0.00269514330281379,0.00205759804818106,6.98920626085734e-05,0.621643109500848,0.0272646693635612
"6","04",18129.0499965393,14.9996092280958,1.7726935,0.671866078739519,0.428545083333333,0.258404376629998,0.888665235450345,0.125888294635542,0.975989679720206,0.00463657119684664,0.00210116034833848,6.72850443638962e-05,0.595310051644995,0.0250178599379129
"7","08",18242.2334282305,169.07237487352,1.87193425,0.82418811148803,0.239834,0.345113628992486,1.26688552834873,1.29836533492816,0.976696710007198,0.0076490560689102,0.00208348980292149,7.15653908396725e-05,0.659759757672912,0.0992833831123207
"8","09",18168.7592277503,54.5915403148141,2.1071595,0.248865599220105,0.267516,0.189257747478262,2.57770714119664,1.24252684144945,0.937601665647295,0.0360941636163801,0.00524785229990225,0.00362919394294481,0.826696494788399,0.0937514153593078
"9","10",18213.0965804438,255.246865006076,2.17452383333333,0.199714459210158,0.211906833333333,0.165649885721132,2.61527904256241,1.1088382951207,0.940484224211974,0.0232268757550773,0.00506363235156756,0.00279241792481773,0.797109662622906,0.115295408249393
