"","horautc","mean.ACI.","sd.ACI."
"1","12",9109.58629403538,20.7166000775131
"2","13",9135.16189011264,73.6708835649901
"3","18",9395.67870067832,353.576720305878
"4","19",9010.68397154245,58.0283570319848
"5","06",9053.80852731763,33.0638782484593
"6","07",9243.53004335522,137.266316191226
